edge,image,label,ndsm,ndvi
dataset/train/edges/01043.png,dataset/train/images/01043.png,dataset/train/labels/01043.png,dataset/train/ndsms/01043.tif,dataset/train/ndvis/01043.tif
dataset/train/edges/01044.png,dataset/train/images/01044.png,dataset/train/labels/01044.png,dataset/train/ndsms/01044.tif,dataset/train/ndvis/01044.tif
dataset/train/edges/01045.png,dataset/train/images/01045.png,dataset/train/labels/01045.png,dataset/train/ndsms/01045.tif,dataset/train/ndvis/01045.tif
dataset/train/edges/01046.png,dataset/train/images/01046.png,dataset/train/labels/01046.png,dataset/train/ndsms/01046.tif,dataset/train/ndvis/01046.tif
dataset/train/edges/01047.png,dataset/train/images/01047.png,dataset/train/labels/01047.png,dataset/train/ndsms/01047.tif,dataset/train/ndvis/01047.tif
dataset/train/edges/01048.png,dataset/train/images/01048.png,dataset/train/labels/01048.png,dataset/train/ndsms/01048.tif,dataset/train/ndvis/01048.tif
dataset/train/edges/01049.png,dataset/train/images/01049.png,dataset/train/labels/01049.png,dataset/train/ndsms/01049.tif,dataset/train/ndvis/01049.tif
dataset/train/edges/01050.png,dataset/train/images/01050.png,dataset/train/labels/01050.png,dataset/train/ndsms/01050.tif,dataset/train/ndvis/01050.tif
dataset/train/edges/01051.png,dataset/train/images/01051.png,dataset/train/labels/01051.png,dataset/train/ndsms/01051.tif,dataset/train/ndvis/01051.tif
dataset/train/edges/01052.png,dataset/train/images/01052.png,dataset/train/labels/01052.png,dataset/train/ndsms/01052.tif,dataset/train/ndvis/01052.tif
dataset/train/edges/01053.png,dataset/train/images/01053.png,dataset/train/labels/01053.png,dataset/train/ndsms/01053.tif,dataset/train/ndvis/01053.tif
dataset/train/edges/01054.png,dataset/train/images/01054.png,dataset/train/labels/01054.png,dataset/train/ndsms/01054.tif,dataset/train/ndvis/01054.tif
dataset/train/edges/01055.png,dataset/train/images/01055.png,dataset/train/labels/01055.png,dataset/train/ndsms/01055.tif,dataset/train/ndvis/01055.tif
dataset/train/edges/01056.png,dataset/train/images/01056.png,dataset/train/labels/01056.png,dataset/train/ndsms/01056.tif,dataset/train/ndvis/01056.tif
dataset/train/edges/01057.png,dataset/train/images/01057.png,dataset/train/labels/01057.png,dataset/train/ndsms/01057.tif,dataset/train/ndvis/01057.tif
dataset/train/edges/01058.png,dataset/train/images/01058.png,dataset/train/labels/01058.png,dataset/train/ndsms/01058.tif,dataset/train/ndvis/01058.tif
dataset/train/edges/01059.png,dataset/train/images/01059.png,dataset/train/labels/01059.png,dataset/train/ndsms/01059.tif,dataset/train/ndvis/01059.tif
dataset/train/edges/01060.png,dataset/train/images/01060.png,dataset/train/labels/01060.png,dataset/train/ndsms/01060.tif,dataset/train/ndvis/01060.tif
dataset/train/edges/01061.png,dataset/train/images/01061.png,dataset/train/labels/01061.png,dataset/train/ndsms/01061.tif,dataset/train/ndvis/01061.tif
dataset/train/edges/01062.png,dataset/train/images/01062.png,dataset/train/labels/01062.png,dataset/train/ndsms/01062.tif,dataset/train/ndvis/01062.tif
dataset/train/edges/01063.png,dataset/train/images/01063.png,dataset/train/labels/01063.png,dataset/train/ndsms/01063.tif,dataset/train/ndvis/01063.tif
dataset/train/edges/01064.png,dataset/train/images/01064.png,dataset/train/labels/01064.png,dataset/train/ndsms/01064.tif,dataset/train/ndvis/01064.tif
dataset/train/edges/01065.png,dataset/train/images/01065.png,dataset/train/labels/01065.png,dataset/train/ndsms/01065.tif,dataset/train/ndvis/01065.tif
dataset/train/edges/01066.png,dataset/train/images/01066.png,dataset/train/labels/01066.png,dataset/train/ndsms/01066.tif,dataset/train/ndvis/01066.tif
dataset/train/edges/01067.png,dataset/train/images/01067.png,dataset/train/labels/01067.png,dataset/train/ndsms/01067.tif,dataset/train/ndvis/01067.tif
dataset/train/edges/01068.png,dataset/train/images/01068.png,dataset/train/labels/01068.png,dataset/train/ndsms/01068.tif,dataset/train/ndvis/01068.tif
dataset/train/edges/01069.png,dataset/train/images/01069.png,dataset/train/labels/01069.png,dataset/train/ndsms/01069.tif,dataset/train/ndvis/01069.tif
dataset/train/edges/01070.png,dataset/train/images/01070.png,dataset/train/labels/01070.png,dataset/train/ndsms/01070.tif,dataset/train/ndvis/01070.tif
dataset/train/edges/01071.png,dataset/train/images/01071.png,dataset/train/labels/01071.png,dataset/train/ndsms/01071.tif,dataset/train/ndvis/01071.tif
dataset/train/edges/01072.png,dataset/train/images/01072.png,dataset/train/labels/01072.png,dataset/train/ndsms/01072.tif,dataset/train/ndvis/01072.tif
dataset/train/edges/01073.png,dataset/train/images/01073.png,dataset/train/labels/01073.png,dataset/train/ndsms/01073.tif,dataset/train/ndvis/01073.tif
dataset/train/edges/01074.png,dataset/train/images/01074.png,dataset/train/labels/01074.png,dataset/train/ndsms/01074.tif,dataset/train/ndvis/01074.tif
dataset/train/edges/01075.png,dataset/train/images/01075.png,dataset/train/labels/01075.png,dataset/train/ndsms/01075.tif,dataset/train/ndvis/01075.tif
dataset/train/edges/01076.png,dataset/train/images/01076.png,dataset/train/labels/01076.png,dataset/train/ndsms/01076.tif,dataset/train/ndvis/01076.tif
dataset/train/edges/01077.png,dataset/train/images/01077.png,dataset/train/labels/01077.png,dataset/train/ndsms/01077.tif,dataset/train/ndvis/01077.tif
dataset/train/edges/01078.png,dataset/train/images/01078.png,dataset/train/labels/01078.png,dataset/train/ndsms/01078.tif,dataset/train/ndvis/01078.tif
dataset/train/edges/01079.png,dataset/train/images/01079.png,dataset/train/labels/01079.png,dataset/train/ndsms/01079.tif,dataset/train/ndvis/01079.tif
dataset/train/edges/01080.png,dataset/train/images/01080.png,dataset/train/labels/01080.png,dataset/train/ndsms/01080.tif,dataset/train/ndvis/01080.tif
dataset/train/edges/01081.png,dataset/train/images/01081.png,dataset/train/labels/01081.png,dataset/train/ndsms/01081.tif,dataset/train/ndvis/01081.tif
dataset/train/edges/01082.png,dataset/train/images/01082.png,dataset/train/labels/01082.png,dataset/train/ndsms/01082.tif,dataset/train/ndvis/01082.tif
dataset/train/edges/01083.png,dataset/train/images/01083.png,dataset/train/labels/01083.png,dataset/train/ndsms/01083.tif,dataset/train/ndvis/01083.tif
dataset/train/edges/01084.png,dataset/train/images/01084.png,dataset/train/labels/01084.png,dataset/train/ndsms/01084.tif,dataset/train/ndvis/01084.tif
dataset/train/edges/01085.png,dataset/train/images/01085.png,dataset/train/labels/01085.png,dataset/train/ndsms/01085.tif,dataset/train/ndvis/01085.tif
dataset/train/edges/01086.png,dataset/train/images/01086.png,dataset/train/labels/01086.png,dataset/train/ndsms/01086.tif,dataset/train/ndvis/01086.tif
dataset/train/edges/01087.png,dataset/train/images/01087.png,dataset/train/labels/01087.png,dataset/train/ndsms/01087.tif,dataset/train/ndvis/01087.tif
dataset/train/edges/01088.png,dataset/train/images/01088.png,dataset/train/labels/01088.png,dataset/train/ndsms/01088.tif,dataset/train/ndvis/01088.tif
dataset/train/edges/01089.png,dataset/train/images/01089.png,dataset/train/labels/01089.png,dataset/train/ndsms/01089.tif,dataset/train/ndvis/01089.tif
dataset/train/edges/01090.png,dataset/train/images/01090.png,dataset/train/labels/01090.png,dataset/train/ndsms/01090.tif,dataset/train/ndvis/01090.tif
dataset/train/edges/01091.png,dataset/train/images/01091.png,dataset/train/labels/01091.png,dataset/train/ndsms/01091.tif,dataset/train/ndvis/01091.tif
dataset/train/edges/01092.png,dataset/train/images/01092.png,dataset/train/labels/01092.png,dataset/train/ndsms/01092.tif,dataset/train/ndvis/01092.tif
dataset/train/edges/01093.png,dataset/train/images/01093.png,dataset/train/labels/01093.png,dataset/train/ndsms/01093.tif,dataset/train/ndvis/01093.tif
dataset/train/edges/01094.png,dataset/train/images/01094.png,dataset/train/labels/01094.png,dataset/train/ndsms/01094.tif,dataset/train/ndvis/01094.tif
dataset/train/edges/01095.png,dataset/train/images/01095.png,dataset/train/labels/01095.png,dataset/train/ndsms/01095.tif,dataset/train/ndvis/01095.tif
dataset/train/edges/01096.png,dataset/train/images/01096.png,dataset/train/labels/01096.png,dataset/train/ndsms/01096.tif,dataset/train/ndvis/01096.tif
dataset/train/edges/01097.png,dataset/train/images/01097.png,dataset/train/labels/01097.png,dataset/train/ndsms/01097.tif,dataset/train/ndvis/01097.tif
dataset/train/edges/01098.png,dataset/train/images/01098.png,dataset/train/labels/01098.png,dataset/train/ndsms/01098.tif,dataset/train/ndvis/01098.tif
dataset/train/edges/01099.png,dataset/train/images/01099.png,dataset/train/labels/01099.png,dataset/train/ndsms/01099.tif,dataset/train/ndvis/01099.tif
dataset/train/edges/01100.png,dataset/train/images/01100.png,dataset/train/labels/01100.png,dataset/train/ndsms/01100.tif,dataset/train/ndvis/01100.tif
dataset/train/edges/01101.png,dataset/train/images/01101.png,dataset/train/labels/01101.png,dataset/train/ndsms/01101.tif,dataset/train/ndvis/01101.tif
dataset/train/edges/01102.png,dataset/train/images/01102.png,dataset/train/labels/01102.png,dataset/train/ndsms/01102.tif,dataset/train/ndvis/01102.tif
dataset/train/edges/01103.png,dataset/train/images/01103.png,dataset/train/labels/01103.png,dataset/train/ndsms/01103.tif,dataset/train/ndvis/01103.tif
dataset/train/edges/01104.png,dataset/train/images/01104.png,dataset/train/labels/01104.png,dataset/train/ndsms/01104.tif,dataset/train/ndvis/01104.tif
dataset/train/edges/01105.png,dataset/train/images/01105.png,dataset/train/labels/01105.png,dataset/train/ndsms/01105.tif,dataset/train/ndvis/01105.tif
dataset/train/edges/01106.png,dataset/train/images/01106.png,dataset/train/labels/01106.png,dataset/train/ndsms/01106.tif,dataset/train/ndvis/01106.tif
dataset/train/edges/01107.png,dataset/train/images/01107.png,dataset/train/labels/01107.png,dataset/train/ndsms/01107.tif,dataset/train/ndvis/01107.tif
dataset/train/edges/01108.png,dataset/train/images/01108.png,dataset/train/labels/01108.png,dataset/train/ndsms/01108.tif,dataset/train/ndvis/01108.tif
dataset/train/edges/01109.png,dataset/train/images/01109.png,dataset/train/labels/01109.png,dataset/train/ndsms/01109.tif,dataset/train/ndvis/01109.tif
dataset/train/edges/01110.png,dataset/train/images/01110.png,dataset/train/labels/01110.png,dataset/train/ndsms/01110.tif,dataset/train/ndvis/01110.tif
dataset/train/edges/01111.png,dataset/train/images/01111.png,dataset/train/labels/01111.png,dataset/train/ndsms/01111.tif,dataset/train/ndvis/01111.tif
dataset/train/edges/01112.png,dataset/train/images/01112.png,dataset/train/labels/01112.png,dataset/train/ndsms/01112.tif,dataset/train/ndvis/01112.tif
dataset/train/edges/01113.png,dataset/train/images/01113.png,dataset/train/labels/01113.png,dataset/train/ndsms/01113.tif,dataset/train/ndvis/01113.tif
dataset/train/edges/01114.png,dataset/train/images/01114.png,dataset/train/labels/01114.png,dataset/train/ndsms/01114.tif,dataset/train/ndvis/01114.tif
dataset/train/edges/01115.png,dataset/train/images/01115.png,dataset/train/labels/01115.png,dataset/train/ndsms/01115.tif,dataset/train/ndvis/01115.tif
dataset/train/edges/01116.png,dataset/train/images/01116.png,dataset/train/labels/01116.png,dataset/train/ndsms/01116.tif,dataset/train/ndvis/01116.tif
dataset/train/edges/01117.png,dataset/train/images/01117.png,dataset/train/labels/01117.png,dataset/train/ndsms/01117.tif,dataset/train/ndvis/01117.tif
dataset/train/edges/01118.png,dataset/train/images/01118.png,dataset/train/labels/01118.png,dataset/train/ndsms/01118.tif,dataset/train/ndvis/01118.tif
dataset/train/edges/01119.png,dataset/train/images/01119.png,dataset/train/labels/01119.png,dataset/train/ndsms/01119.tif,dataset/train/ndvis/01119.tif
dataset/train/edges/01120.png,dataset/train/images/01120.png,dataset/train/labels/01120.png,dataset/train/ndsms/01120.tif,dataset/train/ndvis/01120.tif
dataset/train/edges/01121.png,dataset/train/images/01121.png,dataset/train/labels/01121.png,dataset/train/ndsms/01121.tif,dataset/train/ndvis/01121.tif
dataset/train/edges/01122.png,dataset/train/images/01122.png,dataset/train/labels/01122.png,dataset/train/ndsms/01122.tif,dataset/train/ndvis/01122.tif
dataset/train/edges/01123.png,dataset/train/images/01123.png,dataset/train/labels/01123.png,dataset/train/ndsms/01123.tif,dataset/train/ndvis/01123.tif
dataset/train/edges/01124.png,dataset/train/images/01124.png,dataset/train/labels/01124.png,dataset/train/ndsms/01124.tif,dataset/train/ndvis/01124.tif
dataset/train/edges/01125.png,dataset/train/images/01125.png,dataset/train/labels/01125.png,dataset/train/ndsms/01125.tif,dataset/train/ndvis/01125.tif
dataset/train/edges/01126.png,dataset/train/images/01126.png,dataset/train/labels/01126.png,dataset/train/ndsms/01126.tif,dataset/train/ndvis/01126.tif
dataset/train/edges/01127.png,dataset/train/images/01127.png,dataset/train/labels/01127.png,dataset/train/ndsms/01127.tif,dataset/train/ndvis/01127.tif
dataset/train/edges/01128.png,dataset/train/images/01128.png,dataset/train/labels/01128.png,dataset/train/ndsms/01128.tif,dataset/train/ndvis/01128.tif
dataset/train/edges/01129.png,dataset/train/images/01129.png,dataset/train/labels/01129.png,dataset/train/ndsms/01129.tif,dataset/train/ndvis/01129.tif
dataset/train/edges/01130.png,dataset/train/images/01130.png,dataset/train/labels/01130.png,dataset/train/ndsms/01130.tif,dataset/train/ndvis/01130.tif
dataset/train/edges/01131.png,dataset/train/images/01131.png,dataset/train/labels/01131.png,dataset/train/ndsms/01131.tif,dataset/train/ndvis/01131.tif
dataset/train/edges/01132.png,dataset/train/images/01132.png,dataset/train/labels/01132.png,dataset/train/ndsms/01132.tif,dataset/train/ndvis/01132.tif
dataset/train/edges/01133.png,dataset/train/images/01133.png,dataset/train/labels/01133.png,dataset/train/ndsms/01133.tif,dataset/train/ndvis/01133.tif
dataset/train/edges/01134.png,dataset/train/images/01134.png,dataset/train/labels/01134.png,dataset/train/ndsms/01134.tif,dataset/train/ndvis/01134.tif
dataset/train/edges/01135.png,dataset/train/images/01135.png,dataset/train/labels/01135.png,dataset/train/ndsms/01135.tif,dataset/train/ndvis/01135.tif
dataset/train/edges/01136.png,dataset/train/images/01136.png,dataset/train/labels/01136.png,dataset/train/ndsms/01136.tif,dataset/train/ndvis/01136.tif
dataset/train/edges/01137.png,dataset/train/images/01137.png,dataset/train/labels/01137.png,dataset/train/ndsms/01137.tif,dataset/train/ndvis/01137.tif
dataset/train/edges/01138.png,dataset/train/images/01138.png,dataset/train/labels/01138.png,dataset/train/ndsms/01138.tif,dataset/train/ndvis/01138.tif
dataset/train/edges/01139.png,dataset/train/images/01139.png,dataset/train/labels/01139.png,dataset/train/ndsms/01139.tif,dataset/train/ndvis/01139.tif
dataset/train/edges/01140.png,dataset/train/images/01140.png,dataset/train/labels/01140.png,dataset/train/ndsms/01140.tif,dataset/train/ndvis/01140.tif
dataset/train/edges/01141.png,dataset/train/images/01141.png,dataset/train/labels/01141.png,dataset/train/ndsms/01141.tif,dataset/train/ndvis/01141.tif
dataset/train/edges/01142.png,dataset/train/images/01142.png,dataset/train/labels/01142.png,dataset/train/ndsms/01142.tif,dataset/train/ndvis/01142.tif
dataset/train/edges/01143.png,dataset/train/images/01143.png,dataset/train/labels/01143.png,dataset/train/ndsms/01143.tif,dataset/train/ndvis/01143.tif
dataset/train/edges/01144.png,dataset/train/images/01144.png,dataset/train/labels/01144.png,dataset/train/ndsms/01144.tif,dataset/train/ndvis/01144.tif
dataset/train/edges/01145.png,dataset/train/images/01145.png,dataset/train/labels/01145.png,dataset/train/ndsms/01145.tif,dataset/train/ndvis/01145.tif
dataset/train/edges/01146.png,dataset/train/images/01146.png,dataset/train/labels/01146.png,dataset/train/ndsms/01146.tif,dataset/train/ndvis/01146.tif
dataset/train/edges/01147.png,dataset/train/images/01147.png,dataset/train/labels/01147.png,dataset/train/ndsms/01147.tif,dataset/train/ndvis/01147.tif
dataset/train/edges/01148.png,dataset/train/images/01148.png,dataset/train/labels/01148.png,dataset/train/ndsms/01148.tif,dataset/train/ndvis/01148.tif
dataset/train/edges/01149.png,dataset/train/images/01149.png,dataset/train/labels/01149.png,dataset/train/ndsms/01149.tif,dataset/train/ndvis/01149.tif
dataset/train/edges/01150.png,dataset/train/images/01150.png,dataset/train/labels/01150.png,dataset/train/ndsms/01150.tif,dataset/train/ndvis/01150.tif
dataset/train/edges/01151.png,dataset/train/images/01151.png,dataset/train/labels/01151.png,dataset/train/ndsms/01151.tif,dataset/train/ndvis/01151.tif
dataset/train/edges/01152.png,dataset/train/images/01152.png,dataset/train/labels/01152.png,dataset/train/ndsms/01152.tif,dataset/train/ndvis/01152.tif
dataset/train/edges/01153.png,dataset/train/images/01153.png,dataset/train/labels/01153.png,dataset/train/ndsms/01153.tif,dataset/train/ndvis/01153.tif
dataset/train/edges/01154.png,dataset/train/images/01154.png,dataset/train/labels/01154.png,dataset/train/ndsms/01154.tif,dataset/train/ndvis/01154.tif
dataset/train/edges/01155.png,dataset/train/images/01155.png,dataset/train/labels/01155.png,dataset/train/ndsms/01155.tif,dataset/train/ndvis/01155.tif
dataset/train/edges/01156.png,dataset/train/images/01156.png,dataset/train/labels/01156.png,dataset/train/ndsms/01156.tif,dataset/train/ndvis/01156.tif
dataset/train/edges/01157.png,dataset/train/images/01157.png,dataset/train/labels/01157.png,dataset/train/ndsms/01157.tif,dataset/train/ndvis/01157.tif
dataset/train/edges/01158.png,dataset/train/images/01158.png,dataset/train/labels/01158.png,dataset/train/ndsms/01158.tif,dataset/train/ndvis/01158.tif
dataset/train/edges/01159.png,dataset/train/images/01159.png,dataset/train/labels/01159.png,dataset/train/ndsms/01159.tif,dataset/train/ndvis/01159.tif
dataset/train/edges/01160.png,dataset/train/images/01160.png,dataset/train/labels/01160.png,dataset/train/ndsms/01160.tif,dataset/train/ndvis/01160.tif
dataset/train/edges/01161.png,dataset/train/images/01161.png,dataset/train/labels/01161.png,dataset/train/ndsms/01161.tif,dataset/train/ndvis/01161.tif
dataset/train/edges/01162.png,dataset/train/images/01162.png,dataset/train/labels/01162.png,dataset/train/ndsms/01162.tif,dataset/train/ndvis/01162.tif
dataset/train/edges/01163.png,dataset/train/images/01163.png,dataset/train/labels/01163.png,dataset/train/ndsms/01163.tif,dataset/train/ndvis/01163.tif
dataset/train/edges/01164.png,dataset/train/images/01164.png,dataset/train/labels/01164.png,dataset/train/ndsms/01164.tif,dataset/train/ndvis/01164.tif
dataset/train/edges/01165.png,dataset/train/images/01165.png,dataset/train/labels/01165.png,dataset/train/ndsms/01165.tif,dataset/train/ndvis/01165.tif
dataset/train/edges/01166.png,dataset/train/images/01166.png,dataset/train/labels/01166.png,dataset/train/ndsms/01166.tif,dataset/train/ndvis/01166.tif
dataset/train/edges/01167.png,dataset/train/images/01167.png,dataset/train/labels/01167.png,dataset/train/ndsms/01167.tif,dataset/train/ndvis/01167.tif
dataset/train/edges/01168.png,dataset/train/images/01168.png,dataset/train/labels/01168.png,dataset/train/ndsms/01168.tif,dataset/train/ndvis/01168.tif
dataset/train/edges/01169.png,dataset/train/images/01169.png,dataset/train/labels/01169.png,dataset/train/ndsms/01169.tif,dataset/train/ndvis/01169.tif
dataset/train/edges/01170.png,dataset/train/images/01170.png,dataset/train/labels/01170.png,dataset/train/ndsms/01170.tif,dataset/train/ndvis/01170.tif
dataset/train/edges/01171.png,dataset/train/images/01171.png,dataset/train/labels/01171.png,dataset/train/ndsms/01171.tif,dataset/train/ndvis/01171.tif
dataset/train/edges/01172.png,dataset/train/images/01172.png,dataset/train/labels/01172.png,dataset/train/ndsms/01172.tif,dataset/train/ndvis/01172.tif
dataset/train/edges/01173.png,dataset/train/images/01173.png,dataset/train/labels/01173.png,dataset/train/ndsms/01173.tif,dataset/train/ndvis/01173.tif
dataset/train/edges/01174.png,dataset/train/images/01174.png,dataset/train/labels/01174.png,dataset/train/ndsms/01174.tif,dataset/train/ndvis/01174.tif
dataset/train/edges/01175.png,dataset/train/images/01175.png,dataset/train/labels/01175.png,dataset/train/ndsms/01175.tif,dataset/train/ndvis/01175.tif
dataset/train/edges/01176.png,dataset/train/images/01176.png,dataset/train/labels/01176.png,dataset/train/ndsms/01176.tif,dataset/train/ndvis/01176.tif
dataset/train/edges/01177.png,dataset/train/images/01177.png,dataset/train/labels/01177.png,dataset/train/ndsms/01177.tif,dataset/train/ndvis/01177.tif
dataset/train/edges/01178.png,dataset/train/images/01178.png,dataset/train/labels/01178.png,dataset/train/ndsms/01178.tif,dataset/train/ndvis/01178.tif
dataset/train/edges/01179.png,dataset/train/images/01179.png,dataset/train/labels/01179.png,dataset/train/ndsms/01179.tif,dataset/train/ndvis/01179.tif
dataset/train/edges/01180.png,dataset/train/images/01180.png,dataset/train/labels/01180.png,dataset/train/ndsms/01180.tif,dataset/train/ndvis/01180.tif
dataset/train/edges/01181.png,dataset/train/images/01181.png,dataset/train/labels/01181.png,dataset/train/ndsms/01181.tif,dataset/train/ndvis/01181.tif
dataset/train/edges/01182.png,dataset/train/images/01182.png,dataset/train/labels/01182.png,dataset/train/ndsms/01182.tif,dataset/train/ndvis/01182.tif
dataset/train/edges/01183.png,dataset/train/images/01183.png,dataset/train/labels/01183.png,dataset/train/ndsms/01183.tif,dataset/train/ndvis/01183.tif
dataset/train/edges/01184.png,dataset/train/images/01184.png,dataset/train/labels/01184.png,dataset/train/ndsms/01184.tif,dataset/train/ndvis/01184.tif
dataset/train/edges/01185.png,dataset/train/images/01185.png,dataset/train/labels/01185.png,dataset/train/ndsms/01185.tif,dataset/train/ndvis/01185.tif
dataset/train/edges/01186.png,dataset/train/images/01186.png,dataset/train/labels/01186.png,dataset/train/ndsms/01186.tif,dataset/train/ndvis/01186.tif
dataset/train/edges/01187.png,dataset/train/images/01187.png,dataset/train/labels/01187.png,dataset/train/ndsms/01187.tif,dataset/train/ndvis/01187.tif
dataset/train/edges/01188.png,dataset/train/images/01188.png,dataset/train/labels/01188.png,dataset/train/ndsms/01188.tif,dataset/train/ndvis/01188.tif
dataset/train/edges/01189.png,dataset/train/images/01189.png,dataset/train/labels/01189.png,dataset/train/ndsms/01189.tif,dataset/train/ndvis/01189.tif
dataset/train/edges/01190.png,dataset/train/images/01190.png,dataset/train/labels/01190.png,dataset/train/ndsms/01190.tif,dataset/train/ndvis/01190.tif
dataset/train/edges/01191.png,dataset/train/images/01191.png,dataset/train/labels/01191.png,dataset/train/ndsms/01191.tif,dataset/train/ndvis/01191.tif
dataset/train/edges/01192.png,dataset/train/images/01192.png,dataset/train/labels/01192.png,dataset/train/ndsms/01192.tif,dataset/train/ndvis/01192.tif
dataset/train/edges/01193.png,dataset/train/images/01193.png,dataset/train/labels/01193.png,dataset/train/ndsms/01193.tif,dataset/train/ndvis/01193.tif
dataset/train/edges/01194.png,dataset/train/images/01194.png,dataset/train/labels/01194.png,dataset/train/ndsms/01194.tif,dataset/train/ndvis/01194.tif
dataset/train/edges/01195.png,dataset/train/images/01195.png,dataset/train/labels/01195.png,dataset/train/ndsms/01195.tif,dataset/train/ndvis/01195.tif
dataset/train/edges/01196.png,dataset/train/images/01196.png,dataset/train/labels/01196.png,dataset/train/ndsms/01196.tif,dataset/train/ndvis/01196.tif
dataset/train/edges/01197.png,dataset/train/images/01197.png,dataset/train/labels/01197.png,dataset/train/ndsms/01197.tif,dataset/train/ndvis/01197.tif
dataset/train/edges/01198.png,dataset/train/images/01198.png,dataset/train/labels/01198.png,dataset/train/ndsms/01198.tif,dataset/train/ndvis/01198.tif
dataset/train/edges/01199.png,dataset/train/images/01199.png,dataset/train/labels/01199.png,dataset/train/ndsms/01199.tif,dataset/train/ndvis/01199.tif
dataset/train/edges/01200.png,dataset/train/images/01200.png,dataset/train/labels/01200.png,dataset/train/ndsms/01200.tif,dataset/train/ndvis/01200.tif
dataset/train/edges/01201.png,dataset/train/images/01201.png,dataset/train/labels/01201.png,dataset/train/ndsms/01201.tif,dataset/train/ndvis/01201.tif
dataset/train/edges/01202.png,dataset/train/images/01202.png,dataset/train/labels/01202.png,dataset/train/ndsms/01202.tif,dataset/train/ndvis/01202.tif
dataset/train/edges/01203.png,dataset/train/images/01203.png,dataset/train/labels/01203.png,dataset/train/ndsms/01203.tif,dataset/train/ndvis/01203.tif
dataset/train/edges/01204.png,dataset/train/images/01204.png,dataset/train/labels/01204.png,dataset/train/ndsms/01204.tif,dataset/train/ndvis/01204.tif
dataset/train/edges/01205.png,dataset/train/images/01205.png,dataset/train/labels/01205.png,dataset/train/ndsms/01205.tif,dataset/train/ndvis/01205.tif
dataset/train/edges/01206.png,dataset/train/images/01206.png,dataset/train/labels/01206.png,dataset/train/ndsms/01206.tif,dataset/train/ndvis/01206.tif
dataset/train/edges/01207.png,dataset/train/images/01207.png,dataset/train/labels/01207.png,dataset/train/ndsms/01207.tif,dataset/train/ndvis/01207.tif
dataset/train/edges/01208.png,dataset/train/images/01208.png,dataset/train/labels/01208.png,dataset/train/ndsms/01208.tif,dataset/train/ndvis/01208.tif
dataset/train/edges/01209.png,dataset/train/images/01209.png,dataset/train/labels/01209.png,dataset/train/ndsms/01209.tif,dataset/train/ndvis/01209.tif
dataset/train/edges/01210.png,dataset/train/images/01210.png,dataset/train/labels/01210.png,dataset/train/ndsms/01210.tif,dataset/train/ndvis/01210.tif
dataset/train/edges/01211.png,dataset/train/images/01211.png,dataset/train/labels/01211.png,dataset/train/ndsms/01211.tif,dataset/train/ndvis/01211.tif
dataset/train/edges/01212.png,dataset/train/images/01212.png,dataset/train/labels/01212.png,dataset/train/ndsms/01212.tif,dataset/train/ndvis/01212.tif
dataset/train/edges/01213.png,dataset/train/images/01213.png,dataset/train/labels/01213.png,dataset/train/ndsms/01213.tif,dataset/train/ndvis/01213.tif
dataset/train/edges/01214.png,dataset/train/images/01214.png,dataset/train/labels/01214.png,dataset/train/ndsms/01214.tif,dataset/train/ndvis/01214.tif
dataset/train/edges/01215.png,dataset/train/images/01215.png,dataset/train/labels/01215.png,dataset/train/ndsms/01215.tif,dataset/train/ndvis/01215.tif
dataset/train/edges/01216.png,dataset/train/images/01216.png,dataset/train/labels/01216.png,dataset/train/ndsms/01216.tif,dataset/train/ndvis/01216.tif
dataset/train/edges/01217.png,dataset/train/images/01217.png,dataset/train/labels/01217.png,dataset/train/ndsms/01217.tif,dataset/train/ndvis/01217.tif
dataset/train/edges/01218.png,dataset/train/images/01218.png,dataset/train/labels/01218.png,dataset/train/ndsms/01218.tif,dataset/train/ndvis/01218.tif
dataset/train/edges/01219.png,dataset/train/images/01219.png,dataset/train/labels/01219.png,dataset/train/ndsms/01219.tif,dataset/train/ndvis/01219.tif
dataset/train/edges/01220.png,dataset/train/images/01220.png,dataset/train/labels/01220.png,dataset/train/ndsms/01220.tif,dataset/train/ndvis/01220.tif
dataset/train/edges/01221.png,dataset/train/images/01221.png,dataset/train/labels/01221.png,dataset/train/ndsms/01221.tif,dataset/train/ndvis/01221.tif
dataset/train/edges/01222.png,dataset/train/images/01222.png,dataset/train/labels/01222.png,dataset/train/ndsms/01222.tif,dataset/train/ndvis/01222.tif
dataset/train/edges/01223.png,dataset/train/images/01223.png,dataset/train/labels/01223.png,dataset/train/ndsms/01223.tif,dataset/train/ndvis/01223.tif
dataset/train/edges/01224.png,dataset/train/images/01224.png,dataset/train/labels/01224.png,dataset/train/ndsms/01224.tif,dataset/train/ndvis/01224.tif
dataset/train/edges/01225.png,dataset/train/images/01225.png,dataset/train/labels/01225.png,dataset/train/ndsms/01225.tif,dataset/train/ndvis/01225.tif
dataset/train/edges/01226.png,dataset/train/images/01226.png,dataset/train/labels/01226.png,dataset/train/ndsms/01226.tif,dataset/train/ndvis/01226.tif
dataset/train/edges/01227.png,dataset/train/images/01227.png,dataset/train/labels/01227.png,dataset/train/ndsms/01227.tif,dataset/train/ndvis/01227.tif
dataset/train/edges/01228.png,dataset/train/images/01228.png,dataset/train/labels/01228.png,dataset/train/ndsms/01228.tif,dataset/train/ndvis/01228.tif
